Title,RatingTomatometer,Genres
Black Panther (2018),97,action|adventure
Mad Max: Fury Road (2015),97,action|adventure
Wonder Woman (2017),93,action|adventure
Metropolis (1927),99,action|adventure
Coco (2017),97,action|adventure
Dunkirk (2017),92,action|adventure
Incredibles 2 (2018),94,action|adventure
Star Wars: The Last Jedi (2017),91,action|adventure
Logan (2017),93,action|adventure
Star Wars: Episode VII - The Force Awakens (2015),93,action|adventure
King Kong (1933),98,action|adventure
The Adventures of Robin Hood (1938),100,action|adventure
Thor: Ragnarok (2017),92,action|adventure
Baby Driver (2017),93,action|adventure
Zootopia (2016),97,action|adventure
Seven Samurai (Shichinin no Samurai) (1956),100,action|adventure
Spider-Man: Homecoming (2017),92,action|adventure
Up (2009),98,action|adventure
The Jungle Book (2016),95,action|adventure
War for the Planet of the Apes (2017),93,action|adventure
The Treasure of the Sierra Madre (1948),100,action|adventure
Lawrence of Arabia (1962),98,action|adventure
The Dark Knight (2008),94,action|adventure
Captain America: Civil War (2016),91,action|adventure
Jaws (1975),97,action|adventure
Harry Potter and the Deathly Hallows - Part 2 (2011),96,action|adventure
The Hurt Locker (2009),97,action|adventure
Aliens (1986),99,action|adventure
The LEGO Movie (2014),96,action|adventure
Skyfall (2012),92,action|adventure
Ant-Man and the Wasp (2018),88,action|adventure
Star Wars: Episode IV - A New Hope (1977),93,action|adventure
WALL-E (2008),96,action|adventure
Moana (2016),95,action|adventure
The Searchers (1956),100,action|adventure
Star Trek (2009),94,action|adventure
Kubo and the Two Strings (2016),97,action|adventure
The 39 Steps (1935),96,action|adventure
Rio Bravo (1959),100,action|adventure
The Terminator (1984),100,action|adventure
Mission: Impossible Rogue Nation (2015),93,action|adventure
Marvel's The Avengers (2012),92,action|adventure
The African Queen (1951),98,action|adventure
Star Wars: Episode V - The Empire Strikes Back (1980),95,action|adventure
Once Upon a Time in the West (1968),98,action|adventure
Apocalypse Now (1979),96,action|adventure
Blade Runner 2049 (2017),87,action|adventure
The French Connection (1971),98,action|adventure
True Grit (2010),96,action|adventure
Isle of Dogs (2018),89,action|adventure
Throne of Blood (1957),98,action|adventure
"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes) (1972)",98,action|adventure
Badlands (1974),98,action|adventure
Avengers: Infinity War (2018),84,action|adventure
Yellow Submarine (1968),97,action|adventure
Guardians of the Galaxy (2014),91,action|adventure
Iron Man (2008),93,action|adventure
Chicken Run (2000),97,action|adventure
Spartacus (1960),96,action|adventure
The Princess Bride (1987),97,action|adventure
Hunt for the Wilderpeople (2016),96,action|adventure
Ghostbusters (1984 Original) (1984),97,action|adventure
Goldfinger (1964),97,action|adventure
Paths of Glory (1957),95,action|adventure
Casino Royale (2006),94,action|adventure
All Is Lost (2013),94,action|adventure
Ran (1985),96,action|adventure
The Lego Batman Movie (2017),90,action|adventure
Doctor Strange (2016),89,action|adventure
A Fistful of Dollars (Per un Pugno di Dollari) (1964),98,action|adventure
Assault on Precinct 13 (1976),98,action|adventure
X-Men: Days of Future Past (2014),90,action|adventure
No Country for Old Men (2007),93,action|adventure
The Lord of the Rings: The Two Towers (2002),95,action|adventure
Looper (2012),93,action|adventure
Back to the Future (1985),96,action|adventure
The Right Stuff (1983),98,action|adventure
Gojira (1956),93,action|adventure
"Crouching Tiger, Hidden Dragon (2001)",97,action|adventure
The Fugitive (1993),96,action|adventure
Dawn Of The Planet Of The Apes (2014),90,action|adventure
Mad Max 2: The Road Warrior (1982),98,action|adventure
Mandy (2018),92,action|adventure
Who Framed Roger Rabbit (1988),97,action|adventure
Annihilation (2018),89,action|adventure
Close Encounters of the Third Kind (1977),96,action|adventure
Diva (1981),98,action|adventure
The Bridge on the River Kwai (1957),94,action|adventure
Babe (1995),97,action|adventure
Dr. No (1962),96,action|adventure
The Lion King (1994),93,action|adventure
Sicario (2015),92,action|adventure
Jurassic Park (1993),91,action|adventure
In the Line of Fire (1993),96,action|adventure
Raiders of the Lost Ark (1981),95,action|adventure
From Russia With Love (1964),96,action|adventure
Superman (1978),94,action|adventure
Saving Private Ryan (1998),93,action|adventure
The Lord of the Rings: The Return of the King (2003),93,action|adventure
Embrace Of The Serpent (El Abrazo De La Serpiente) (2016),96,action|adventure
Inside Out (2015),98,animation
Coco (2017),97,animation
Paddington 2 (2018),100,animation
Incredibles 2 (2018),94,animation
Snow White and the Seven Dwarfs (1937),98,animation
Toy Story 2 (1999),100,animation
Zootopia (2016),97,animation
Up (2009),98,animation
Toy Story 3 (2010),98,animation
Finding Nemo (2003),99,animation
Pinocchio (1940),100,animation
Finding Dory (2016),94,animation
Toy Story (1995),100,animation
The LEGO Movie (2014),96,animation
WALL-E (2008),96,animation
Moana (2016),95,animation
Kubo and the Two Strings (2016),97,animation
Shaun the Sheep Movie (2015),99,animation
Ratatouille (2007),96,animation
Only Yesterday (1991),100,animation
How to Train Your Dragon (2010),98,animation
Isle of Dogs (2018),89,animation
The Incredibles (2004),97,animation
Yellow Submarine (1968),97,animation
Beauty and the Beast (1991),94,animation
Chicken Run (2000),97,animation
My Life as a Zucchini (Ma vie de courgette) (2017),98,animation
101 Dalmatians (1961),98,animation
The Nightmare Before Christmas (1993),95,animation
Fantasia (1940),96,animation
"Monsters, Inc. (2001)",96,animation
The Lego Batman Movie (2017),90,animation
The Iron Giant (1999),96,animation
Spirited Away (2002),97,animation
Tower (2016),99,animation
Song Of The Sea (2014),99,animation
Who Framed Roger Rabbit (1988),97,animation
Anomalisa (2015),92,animation
The Lion King (1994),93,animation
Your Name. (Kimi No Na Wa.) (2017),97,animation
Waltz with Bashir (2008),96,animation
Persepolis (2007),96,animation
Wallace & Gromit: The Curse of the Were-Rabbit (2005),95,animation
The Secret World of Arrietty (2012),95,animation
Ernest & Célestine (2014),97,animation
The Red Turtle (La tortue rouge) (2017),93,animation
Long Way North (Tout en haut du monde) (2016),98,animation
Aladdin (1992),94,animation
Fantastic Mr. Fox (2009),92,animation
Frozen (2013),90,animation
The Breadwinner (2017),95,animation
Ghost in the Shell (1996),96,animation
Coraline (2009),90,animation
Lady and the Tramp (1955),93,animation
Antz (1998),93,animation
The Triplets of Belleville (2003),94,animation
How to Train Your Dragon 2 (2014),91,animation
Bambi (1942),90,animation
My Neighbor Totoro (1988),94,animation
Big Hero 6 (2014),89,animation
The Little Mermaid (1989),92,animation
A Bug's Life (1998),92,animation
Princess Mononoke (Mononoke-hime) (1999),92,animation
Arthur Christmas (2011),92,animation
Mary and Max (2009),95,animation
James and the Giant Peach (1996),92,animation
Teen Titans Go! To the Movies (2018),91,animation
Ponyo (2009),91,animation
Shrek 2 (2004),89,animation
Bolt (2008),89,animation
Tangled (2010),89,animation
The Simpsons Movie (2007),88,animation
Shrek (2001),88,animation
Frankenweenie (2012),87,animation
The Wind Rises (2014),88,animation
Boy and the World (O Menino e o Mundo) (2015),93,animation
Winnie the Pooh (2011),91,animation
Rango (2011),88,animation
The Illusionist (L'illusionniste) (2010),91,animation
ParaNorman (2012),88,animation
The Peanuts Movie (2015),87,animation
Kung Fu Panda (2008),87,animation
Wreck-it Ralph (2012),87,animation
Millennium Actress (Sennen joyû) (2001),92,animation
When Marnie Was There (2015),90,animation
The Secret of Kells (2010),91,animation
Howl's Moving Castle (2005),87,animation
Tarzan (1999),88,animation
Kung Fu Panda 3 (2016),86,animation
The Boy And The Beast (Bakemono No Ko) (2016),90,animation
Captain Underpants: The First Epic Movie (Captain Underpants) (2017),87,animation
Sausage Party (2016),83,animation
Tokyo Godfathers (2003),90,animation
Mary and The Witch's Flower (2018),88,animation
My Dog Tulip (2010),90,animation
The Pirates! Band of Misfits (2012),86,animation
The Princess and the Frog (2009),85,animation
Loving Vincent (2017),85,animation
Akira (1988),87,animation
Tim Burton's Corpse Bride (2005),84,animation
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari) (1920),100,art_house|international
Metropolis (1927),99,art_house|international
La Grande illusion (Grand Illusion) (1938),97,art_house|international
"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",97,art_house|international
The Battle of Algiers (La Battaglia di Algeri) (1967),98,art_house|international
M (1931),100,art_house|international
Seven Samurai (Shichinin no Samurai) (1956),100,art_house|international
The 400 Blows (Les Quatre cents coups) (1959),100,art_house|international
Army of Shadows (L'Armée des ombres) (1969),97,art_house|international
Rashômon (1951),98,art_house|international
The Wages of Fear (1953),100,art_house|international
Open City (1946),100,art_house|international
Tokyo Story (Tôkyô monogatari) (1953),100,art_house|international
The Leopard (1963),100,art_house|international
Battleship Potemkin (1925),100,art_house|international
The Conformist (1970),98,art_house|international
Au Hasard Balthazar (1966),100,art_house|international
Things to Come (L'avenir) (2016),100,art_house|international
La Dolce Vita (1960),97,art_house|international
Let the Right One In (2008),98,art_house|international
Playtime (1973),100,art_house|international
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972),98,art_house|international
The Rules of the Game (La règle du jeu) (1939),98,art_house|international
"Faces Places (Visages, villages) (2017)",99,art_house|international
The Passion of Joan of Arc (La Passion de Jeanne d'Arc) (1928),98,art_house|international
Only Yesterday (1991),100,art_house|international
Tampopo (1985),100,art_house|international
The Salesman (Forushande) (2017),96,art_house|international
Throne of Blood (1957),98,art_house|international
A Separation (2011),99,art_house|international
"Aguirre, the Wrath of God (Aguirre, der Zorn Gottes) (1972)",98,art_house|international
Eyes Without a Face (1962),98,art_house|international
Gloria (2014),99,art_house|international
8 1/2 (1963),98,art_house|international
Pather Panchali (1955),98,art_house|international
The Umbrellas of Cherbourg (Les Parapluies de Cherbourg) (1964),98,art_house|international
A Fantastic Woman (Una mujer fantástica) (2018),94,art_house|international
Three Colors: Red (Trois couleurs: Rouge) (1994),100,art_house|international
My Life as a Zucchini (Ma vie de courgette) (2017),98,art_house|international
Le Cercle Rouge (1970),95,art_house|international
The Tale of the Princess Kaguya (2014),100,art_house|international
Amy (2015),95,art_house|international
BPM (Beats Per Minute) (120 battements par minute) (2017),98,art_house|international
Sing Street (2016),95,art_house|international
Ran (1985),96,art_house|international
A Fistful of Dollars (Per un Pugno di Dollari) (1964),98,art_house|international
GETT: The Trial of Viviane Amsalem (2015),100,art_house|international
Solaris (1976),96,art_house|international
Wings of Desire (1987),98,art_house|international
The Young Girls of Rochefort (Les Demoiselles de Rochefort) (1968),98,art_house|international
Gojira (1956),93,art_house|international
"Crouching Tiger, Hidden Dragon (2001)",97,art_house|international
Timbuktu (2015),98,art_house|international
Jiro Dreams of Sushi (2012),99,art_house|international
Diva (1981),98,art_house|international
Aruitemo Aruitemo (Still Walking) (2008),100,art_house|international
The Taste of Others (Le goût des autres) (2000),100,art_house|international
All About My Mother (Todo sobre mi madre) (1999),98,art_house|international
Toni Erdmann (2016),93,art_house|international
Waste Land (2010),100,art_house|international
The Band's Visit (2007),98,art_house|international
Poetry (2011),100,art_house|international
The Vanishing (Spoorloos) (1988),98,art_house|international
Loveless (Nelyubov) (2018),94,art_house|international
Elevator to the Gallows (Ascenseur pour l'échafaud) (1958),93,art_house|international
God's Own Country (2017),97,art_house|international
Afghan Star (2009),100,art_house|international
A Prophet (Un prophete) (2010),97,art_house|international
Waltz with Bashir (2008),96,art_house|international
Three Colors: Blue (Trois Couleurs: Bleu) (1993),98,art_house|international
Embrace Of The Serpent (El Abrazo De La Serpiente) (2016),96,art_house|international
After the Storm (Umi yori mo mada fukaku) (2017),96,art_house|international
About Elly (2015),99,art_house|international
Fireworks Wednesday (Chaharshanbe-soori) (2016),100,art_house|international
Last Train Home (2010),100,art_house|international
The Seventh Seal (Det Sjunde inseglet) (1957),93,art_house|international
Project Nim (2011),97,art_house|international
Monsieur Lazhar (2012),97,art_house|international
Mafioso (1964),96,art_house|international
Maria Full of Grace (2004),97,art_house|international
Hero (2004),95,art_house|international
An Education (2009),95,art_house|international
Nostalgia for the Light (2011),100,art_house|international
Amour (2012),93,art_house|international
L'Avventura (1960),95,art_house|international
The Look of Silence (2015),96,art_house|international
Rivers and Tides: Andy Goldsworthy Working With Time (2002),99,art_house|international
Moolaadé (2004),99,art_house|international
The Class (2008),95,art_house|international
The Man Without a Past (2002),98,art_house|international
The Twilight Samurai (Tasogare Seibei) (2004),99,art_house|international
The Kid with a Bike (2012),96,art_house|international
This Is Not a Film (2012),97,art_house|international
Rififi (Du Rififi Chez les Hommes) (1956),94,art_house|international
The Secret World of Arrietty (2012),95,art_house|international
Elle (2016),91,art_house|international
District 9 (2009),90,art_house|international
Ernest & Célestine (2014),97,art_house|international
"Sex, Lies, and Videotape (1989)",96,art_house|international
The Red Turtle (La tortue rouge) (2017),93,art_house|international
The Wizard of Oz (1939),98,classics
Citizen Kane (1941),100,classics
The Third Man (1949),99,classics
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari) (1920),100,classics
All About Eve (1950),100,classics
Metropolis (1927),99,classics
It Happened One Night (1934),98,classics
Modern Times (1936),100,classics
Casablanca (1942),97,classics
La Grande illusion (Grand Illusion) (1938),97,classics
Singin' in the Rain (1952),100,classics
Psycho (1960),97,classics
Laura (1944),100,classics
A Hard Day's Night (1964),98,classics
King Kong (1933),98,classics
"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",97,classics
Snow White and the Seven Dwarfs (1937),98,classics
The Adventures of Robin Hood (1938),100,classics
Repulsion (1965),100,classics
North by Northwest (1959),99,classics
Sunset Boulevard (1950),98,classics
Rear Window (1954),100,classics
The Bride of Frankenstein (1935),100,classics
The Philadelphia Story (1940),100,classics
Touch of Evil (1958),96,classics
Seven Samurai (Shichinin no Samurai) (1956),100,classics
All Quiet on the Western Front (1930),100,classics
12 Angry Men (Twelve Angry Men) (1957),100,classics
The Treasure of the Sierra Madre (1948),100,classics
A Streetcar Named Desire (1951),98,classics
Vertigo (1958),96,classics
The 400 Blows (Les Quatre cents coups) (1959),100,classics
Rebecca (1940),100,classics
Lawrence of Arabia (1962),98,classics
Rosemary's Baby (1968),99,classics
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964),99,classics
Frankenstein (1931),100,classics
Rashômon (1951),98,classics
On the Waterfront (1954),98,classics
The Grapes of Wrath (1940),100,classics
The Big Sleep (1946),97,classics
Roman Holiday (1953),98,classics
The Lady Vanishes (1938),98,classics
The Last Picture Show (1971),100,classics
Cool Hand Luke (1967),100,classics
The Leopard (1963),100,classics
Chinatown (1974),98,classics
Battleship Potemkin (1925),100,classics
The Searchers (1956),100,classics
Anatomy of a Murder (1959),100,classics
Invasion of the Body Snatchers (1956),98,classics
Gone With the Wind (1939),92,classics
An American in Paris (1951),95,classics
The Gold Rush (1925),100,classics
The 39 Steps (1935),96,classics
The Red Shoes (1948),96,classics
Rio Bravo (1959),100,classics
Sweet Smell of Success (1957),98,classics
To Be or Not to Be (1942),98,classics
Mary Poppins (1964),100,classics
The African Queen (1951),98,classics
City Lights (1931),98,classics
Miracle on 34th Street (1947),96,classics
2001: A Space Odyssey (1968),93,classics
His Girl Friday (1940),98,classics
It's a Wonderful Life (1946),93,classics
Night of the Living Dead (1968),97,classics
The French Connection (1971),98,classics
The Passion of Joan of Arc (La Passion de Jeanne d'Arc) (1928),98,classics
Throne of Blood (1957),98,classics
Badlands (1974),98,classics
The Manchurian Candidate (1962),98,classics
Gentlemen Prefer Blondes (1953),98,classics
Freaks (1932),94,classics
The Birth of a Nation (1915),98,classics
Spartacus (1960),96,classics
Forbidden Planet (1956),98,classics
The Best Years of Our Lives (1946),96,classics
101 Dalmatians (1961),98,classics
Goldfinger (1964),97,classics
Paths of Glory (1957),95,classics
Bringing Up Baby (1938),95,classics
Some Like It Hot (1959),96,classics
Duck Soup (1933),94,classics
Fantasia (1940),96,classics
Sunrise: A Song of Two Humans (1927),98,classics
The Day the Earth Stood Still (1951),94,classics
Ran (1985),96,classics
Rebel Without a Cause (1955),96,classics
Peeping Tom (1960),96,classics
A Fistful of Dollars (Per un Pugno di Dollari) (1964),98,classics
The Lord of the Rings: The Two Towers (2002),95,classics
The Apartment (1960),94,classics
The Birds (1963),96,classics
The Young Girls of Rochefort (Les Demoiselles de Rochefort) (1968),98,classics
One Flew Over the Cuckoo's Nest (1975),94,classics
The Bridge on the River Kwai (1957),94,classics
Dr. No (1962),96,classics
Mean Streets (1973),96,classics
Don't Look Now (1973),96,classics
Lady Bird (2017),99,comedy
BlacKkKlansman (2018),95,comedy
Coco (2017),97,comedy
It Happened One Night (1934),98,comedy
Modern Times (1936),100,comedy
Paddington 2 (2018),100,comedy
The Big Sick (2017),98,comedy
Eighth Grade (2018),99,comedy
Singin' in the Rain (1952),100,comedy
A Hard Day's Night (1964),98,comedy
La La Land (2016),91,comedy
The Philadelphia Story (1940),100,comedy
Toy Story 2 (1999),100,comedy
Zootopia (2016),97,comedy
Up (2009),98,comedy
"Three Billboards Outside Ebbing, Missouri (2017)",91,comedy
Toy Story 3 (2010),98,comedy
Finding Nemo (2003),99,comedy
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964),99,comedy
The Death of Stalin (2018),96,comedy
Roman Holiday (1953),98,comedy
Toy Story (1995),100,comedy
The LEGO Movie (2014),96,comedy
Ant-Man and the Wasp (2018),88,comedy
Crazy Rich Asians (2018),91,comedy
Monty Python and the Holy Grail (1975),97,comedy
Paterson (2016),96,comedy
Sorry to Bother You (2018),93,comedy
The Gold Rush (1925),100,comedy
Shaun the Sheep Movie (2015),99,comedy
La Dolce Vita (1960),97,comedy
To Be or Not to Be (1942),98,comedy
Mary Poppins (1964),100,comedy
City Lights (1931),98,comedy
Birdman (2014),91,comedy
Love & Friendship (2016),97,comedy
Playtime (1973),100,comedy
The Disaster Artist (2017),91,comedy
Annie Hall (1977),97,comedy
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972),98,comedy
The Artist (2011),95,comedy
His Girl Friday (1940),98,comedy
Ratatouille (2007),96,comedy
The Rules of the Game (La règle du jeu) (1939),98,comedy
Tampopo (1985),100,comedy
Isle of Dogs (2018),89,comedy
The Incredibles (2004),97,comedy
Gentlemen Prefer Blondes (1953),98,comedy
The Nice Guys (2016),92,comedy
Yellow Submarine (1968),97,comedy
Paddington (2015),98,comedy
Spy (2015),94,comedy
Chicken Run (2000),97,comedy
Logan Lucky (2017),92,comedy
Hunt for the Wilderpeople (2016),96,comedy
101 Dalmatians (1961),98,comedy
Airplane! (1980),97,comedy
Ghostbusters (1984 Original) (1984),97,comedy
Bringing Up Baby (1938),95,comedy
Big (1988),97,comedy
Some Like It Hot (1959),96,comedy
Duck Soup (1933),94,comedy
The Player (1992),98,comedy
Don't Think Twice (2016),98,comedy
"Monsters, Inc. (2001)",96,comedy
The Lego Batman Movie (2017),90,comedy
Monty Python's Life of Brian (1979),97,comedy
The Grand Budapest Hotel (2014),91,comedy
Sideways (2004),96,comedy
The Apartment (1960),94,comedy
Back to the Future (1985),96,comedy
The Edge of Seventeen (2016),95,comedy
Groundhog Day (1993),96,comedy
What We Do In The Shadows (2015),96,comedy
Tangerine (2015),97,comedy
Bull Durham (1988),97,comedy
Who Framed Roger Rabbit (1988),97,comedy
Moonrise Kingdom (2012),93,comedy
Anomalisa (2015),92,comedy
Lost In Translation (2003),95,comedy
Enough Said (2013),95,comedy
Broadcast News (1987),98,comedy
The Taste of Others (Le goût des autres) (2000),100,comedy
The Muppets (2011),95,comedy
The Band's Visit (2007),98,comedy
Hannah Gadsby: Nanette (2018),100,comedy
Repo Man (1984),98,comedy
The Truman Show (1998),94,comedy
Le Havre (2011),99,comedy
Say Anything... (1989),98,comedy
Wallace & Gromit: The Curse of the Were-Rabbit (2005),95,comedy
Hairspray (1988),98,comedy
Silver Linings Playbook (2012),92,comedy
American Graffiti (1973),96,comedy
Monsieur Lazhar (2012),97,comedy
Juno (2007),94,comedy
Mafioso (1964),96,comedy
We Are the Best! (2014),96,comedy
Manhattan (1979),95,comedy
Bullets Over Broadway (1994),97,comedy
Won't You Be My Neighbor? (2018),98,documentary
I Am Not Your Negro (2017),98,documentary
Man on Wire (2008),100,documentary
Life Itself (2014),97,documentary
"Faces Places (Visages, villages) (2017)",99,documentary
20 Feet From Stardom (2013),99,documentary
Three Identical Strangers (2018),96,documentary
The Last Waltz (1978),98,documentary
Amy (2015),95,documentary
Taxi to the Dark Side (2007),100,documentary
Kedi (2017),98,documentary
Blackfish (2013),98,documentary
Citizenfour (2014),97,documentary
Murderball (2005),98,documentary
Minding the Gap (2018),100,documentary
Shirkers (2018),100,documentary
Tower (2016),99,documentary
Weiner (2016),96,documentary
Inside Job (2010),98,documentary
The Missing Picture (2014),99,documentary
Deliver Us from Evil (2006),100,documentary
