Title,RatingTomatometer,Genres
Jurassic Park (1993),91,mystery|suspense
Don't Look Now (1973),96,mystery|suspense
10 Cloverfield Lane (2016),90,mystery|suspense
In the Line of Fire (1993),96,mystery|suspense
From Russia With Love (1964),96,mystery|suspense
The Vanishing (Spoorloos) (1988),98,mystery|suspense
Elevator to the Gallows (Ascenseur pour l'échafaud) (1958),93,mystery|suspense
In the Heat of the Night (1967),96,mystery|suspense
Wake in Fright (2012),100,mystery|suspense
Three Colors: Blue (Trois Couleurs: Bleu) (1993),98,mystery|suspense
Blue Ruin (2014),96,mystery|suspense
The Cabin in the Woods (2012),91,mystery|suspense
The Killer (1989),98,mystery|suspense
The Bourne Ultimatum (2007),92,mystery|suspense
To Catch a Thief (1955),95,mystery|suspense
Gone Girl (2014),87,mystery|suspense
The Imitation Game (2014),90,mystery|suspense
Blue Velvet (1986),94,mystery|suspense
L'Avventura (1960),95,mystery|suspense
Diabolique (Les Diaboliques) (1955),95,mystery|suspense
A Girl Walks Home Alone at Night (2014),96,mystery|suspense
Children of Men (2006),92,mystery|suspense
Wild Tales (2015),95,mystery|suspense
You Were Never Really Here (2018),89,mystery|suspense
Drag Me to Hell (2009),92,mystery|suspense
It Happened One Night (1934),98,romance
Casablanca (1942),97,romance
The Big Sick (2017),98,romance
Call Me by Your Name (2018),95,romance
Singin' in the Rain (1952),100,romance
The Shape of Water (2017),92,romance
The Adventures of Robin Hood (1938),100,romance
The Philadelphia Story (1940),100,romance
Vertigo (1958),96,romance
On the Waterfront (1954),98,romance
Roman Holiday (1953),98,romance
Gone With the Wind (1939),92,romance
An American in Paris (1951),95,romance
Carol (2015),94,romance
Before Midnight (2013),98,romance
The Red Shoes (1948),96,romance
The African Queen (1951),98,romance
City Lights (1931),98,romance
Beauty and The Beast (La Belle et la bête) (1946),95,romance
Miracle on 34th Street (1947),96,romance
Annie Hall (1977),97,romance
The Artist (2011),95,romance
Her (2013),94,romance
Only Yesterday (1991),100,romance
Gentlemen Prefer Blondes (1953),98,romance
The Umbrellas of Cherbourg (Les Parapluies de Cherbourg) (1964),98,romance
Beauty and the Beast (1991),94,romance
Three Colors: Red (Trois couleurs: Rouge) (1994),100,romance
The Princess Bride (1987),97,romance
The Best Years of Our Lives (1946),96,romance
Bringing Up Baby (1938),95,romance
Sunrise: A Song of Two Humans (1927),98,romance
The Hustler (1961),98,romance
Before Sunrise (1995),100,romance
Sideways (2004),96,romance
The Apartment (1960),94,romance
Groundhog Day (1993),96,romance
Wings of Desire (1987),98,romance
The Young Girls of Rochefort (Les Demoiselles de Rochefort) (1968),98,romance
Bull Durham (1988),97,romance
"Crouching Tiger, Hidden Dragon (2001)",97,romance
Sense and Sensibility (1995),98,romance
Lost In Translation (2003),95,romance
Enough Said (2013),95,romance
Titanic (1997),89,romance
Slumdog Millionaire (2008),91,romance
West Side Story (1961),94,romance
Elevator to the Gallows (Ascenseur pour l'échafaud) (1958),93,romance
God's Own Country (2017),97,romance
Your Name. (Kimi No Na Wa.) (2017),97,romance
Three Colors: Blue (Trois Couleurs: Bleu) (1993),98,romance
Say Anything... (1989),98,romance
To Catch a Thief (1955),95,romance
Daughters of the Dust (1991),98,romance
Manhattan (1979),95,romance
A Girl Walks Home Alone at Night (2014),96,romance
Shakespeare in Love (1998),92,romance
Giant (1956),95,romance
Up in the Air (2009),91,romance
Eternal Sunshine Of The Spotless Mind (2004),93,romance
The Lunchbox (2014),96,romance
Before Sunset (2004),95,romance
Dave (1993),95,romance
The Town (2010),93,romance
Midnight in Paris (2011),93,romance
From Here to Eternity (1953),92,romance
Four Weddings and a Funeral (1994),95,romance
A Summer's Tale (2014),98,romance
The Crying Game (1992),94,romance
Enchanted (2007),93,romance
Big Night (1996),96,romance
Howards End (1992),94,romance
Million Dollar Baby (2004),91,romance
About a Boy (2002),93,romance
The General (1927),94,romance
Knocked Up (2007),90,romance
Monsoon Wedding (2002),95,romance
Masculin Feminin (1966),92,romance
Hamlet (1996),95,romance
Revanche (2009),96,romance
To All the Boys I've Loved Before (2018),96,romance
Out of Sight (1998),93,romance
The Graduate (1967),89,romance
The Remains of the Day (1993),95,romance
Strictly Ballroom (1992),95,romance
The Spectacular Now (2013),92,romance
Moonstruck (1987),93,romance
The Little Mermaid (1989),92,romance
The Duke Of Burgundy (2015),94,romance
Brief Encounter (1945),90,romance
The Piano (1993),92,romance
Southside With You (2016),91,romance
Y Tu Mama Tambien (2001),92,romance
Lone Star (1996),94,romance
Hannah and Her Sisters (1986),91,romance
Crazy Heart (2009),90,romance
Kung Fu Hustle (2005),90,romance
Open Hearts (Elsker Dig For Evigt) (2002),95,romance
Obvious Child (2014),90,romance
Husbands and Wives (1992),93,romance
Black Panther (2018),97,science_fiction|fantasy
The Wizard of Oz (1939),98,science_fiction|fantasy
Mad Max: Fury Road (2015),97,science_fiction|fantasy
Wonder Woman (2017),93,science_fiction|fantasy
E.T. The Extra-Terrestrial (1982),98,science_fiction|fantasy
Metropolis (1927),99,science_fiction|fantasy
Arrival (2016),94,science_fiction|fantasy
Star Wars: The Last Jedi (2017),91,science_fiction|fantasy
Logan (2017),93,science_fiction|fantasy
The Shape of Water (2017),92,science_fiction|fantasy
Gravity (2013),96,science_fiction|fantasy
Star Wars: Episode VII - The Force Awakens (2015),93,science_fiction|fantasy
"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",97,science_fiction|fantasy
Snow White and the Seven Dwarfs (1937),98,science_fiction|fantasy
Thor: Ragnarok (2017),92,science_fiction|fantasy
The Bride of Frankenstein (1935),100,science_fiction|fantasy
Alien (1979),97,science_fiction|fantasy
Toy Story 2 (1999),100,science_fiction|fantasy
Spider-Man: Homecoming (2017),92,science_fiction|fantasy
War for the Planet of the Apes (2017),93,science_fiction|fantasy
Toy Story 3 (2010),98,science_fiction|fantasy
Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964),99,science_fiction|fantasy
Frankenstein (1931),100,science_fiction|fantasy
The Dark Knight (2008),94,science_fiction|fantasy
Captain America: Civil War (2016),91,science_fiction|fantasy
Pinocchio (1940),100,science_fiction|fantasy
Harry Potter and the Deathly Hallows - Part 2 (2011),96,science_fiction|fantasy
Aliens (1986),99,science_fiction|fantasy
Toy Story (1995),100,science_fiction|fantasy
Ant-Man and the Wasp (2018),88,science_fiction|fantasy
Star Wars: Episode IV - A New Hope (1977),93,science_fiction|fantasy
WALL-E (2008),96,science_fiction|fantasy
Sorry to Bother You (2018),93,science_fiction|fantasy
Invasion of the Body Snatchers (1956),98,science_fiction|fantasy
Star Trek (2009),94,science_fiction|fantasy
Kubo and the Two Strings (2016),97,science_fiction|fantasy
The Terminator (1984),100,science_fiction|fantasy
Marvel's The Avengers (2012),92,science_fiction|fantasy
The Martian (2015),91,science_fiction|fantasy
Mary Poppins (1964),100,science_fiction|fantasy
Beauty and The Beast (La Belle et la bête) (1946),95,science_fiction|fantasy
Miracle on 34th Street (1947),96,science_fiction|fantasy
Star Wars: Episode V - The Empire Strikes Back (1980),95,science_fiction|fantasy
Snowpiercer (2014),95,science_fiction|fantasy
2001: A Space Odyssey (1968),93,science_fiction|fantasy
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972),98,science_fiction|fantasy
It's a Wonderful Life (1946),93,science_fiction|fantasy
Blade Runner 2049 (2017),87,science_fiction|fantasy
Her (2013),94,science_fiction|fantasy
How to Train Your Dragon (2010),98,science_fiction|fantasy
Avengers: Infinity War (2018),84,science_fiction|fantasy
8 1/2 (1963),98,science_fiction|fantasy
Yellow Submarine (1968),97,science_fiction|fantasy
Guardians of the Galaxy (2014),91,science_fiction|fantasy
Beauty and the Beast (1991),94,science_fiction|fantasy
Iron Man (2008),93,science_fiction|fantasy
The Princess Bride (1987),97,science_fiction|fantasy
Forbidden Planet (1956),98,science_fiction|fantasy
Ghostbusters (1984 Original) (1984),97,science_fiction|fantasy
The Nightmare Before Christmas (1993),95,science_fiction|fantasy
Big (1988),97,science_fiction|fantasy
Pan's Labyrinth (2006),95,science_fiction|fantasy
Fantasia (1940),96,science_fiction|fantasy
The Day the Earth Stood Still (1951),94,science_fiction|fantasy
"Monsters, Inc. (2001)",96,science_fiction|fantasy
Doctor Strange (2016),89,science_fiction|fantasy
X-Men: Days of Future Past (2014),90,science_fiction|fantasy
The Lord of the Rings: The Two Towers (2002),95,science_fiction|fantasy
Live Die Repeat: Edge of Tomorrow (2014),90,science_fiction|fantasy
Looper (2012),93,science_fiction|fantasy
Back to the Future (1985),96,science_fiction|fantasy
Groundhog Day (1993),96,science_fiction|fantasy
The Iron Giant (1999),96,science_fiction|fantasy
Spirited Away (2002),97,science_fiction|fantasy
Solaris (1976),96,science_fiction|fantasy
Wings of Desire (1987),98,science_fiction|fantasy
Gojira (1956),93,science_fiction|fantasy
Dawn Of The Planet Of The Apes (2014),90,science_fiction|fantasy
Song Of The Sea (2014),99,science_fiction|fantasy
Mad Max 2: The Road Warrior (1982),98,science_fiction|fantasy
Annihilation (2018),89,science_fiction|fantasy
Close Encounters of the Third Kind (1977),96,science_fiction|fantasy
Babe (1995),97,science_fiction|fantasy
Ex Machina (2015),92,science_fiction|fantasy
Jurassic Park (1993),91,science_fiction|fantasy
Brazil (1985),98,science_fiction|fantasy
10 Cloverfield Lane (2016),90,science_fiction|fantasy
Blade Runner (1982),90,science_fiction|fantasy
Repo Man (1984),98,science_fiction|fantasy
Jodorowsky's Dune (2014),97,science_fiction|fantasy
The Lord of the Rings: The Return of the King (2003),93,science_fiction|fantasy
The Seventh Seal (Det Sjunde inseglet) (1957),93,science_fiction|fantasy
Spider-Man 2 (2004),93,science_fiction|fantasy
Captain America: The Winter Soldier (2014),89,science_fiction|fantasy
Children of Men (2006),92,science_fiction|fantasy
The Secret World of Arrietty (2012),95,science_fiction|fantasy
Invasion of the Body Snatchers (1978),94,science_fiction|fantasy
The Evil Dead (1981),95,science_fiction|fantasy
District 9 (2009),90,science_fiction|fantasy
Eternal Sunshine Of The Spotless Mind (2004),93,science_fiction|fantasy
The Bride of Frankenstein (1935),100,special_interest
Frankenstein (1931),100,special_interest
Man on Wire (2008),100,special_interest
Life Itself (2014),97,special_interest
Miracle on 34th Street (1947),96,special_interest
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972),98,special_interest
Her (2013),94,special_interest
Amy (2015),95,special_interest
Taxi to the Dark Side (2007),100,special_interest
Blackfish (2013),98,special_interest
Murderball (2005),98,special_interest
Groundhog Day (1993),96,special_interest
Inside Job (2010),98,special_interest
Jiro Dreams of Sushi (2012),99,special_interest
The Square (Al Midan) (2013),100,special_interest
Hoop Dreams (1994),98,special_interest
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",100,special_interest
Afghan Star (2009),100,special_interest
Capturing the Friedmans (2003),97,special_interest
Waltz with Bashir (2008),96,special_interest
The Overnighters (2014),99,special_interest
Jodorowsky's Dune (2014),97,special_interest
The Interrupters (2011),99,special_interest
How to Survive a Plague (2012),99,special_interest
56 Up (2013),99,special_interest
Last Train Home (2010),100,special_interest
The Invisible War (2012),99,special_interest
Spellbound (2002),97,special_interest
Enron: The Smartest Guys in the Room (2005),97,special_interest
Love Is Strange (2014),94,special_interest
The Act Of Killing (2013),95,special_interest
This Is Not a Film (2012),97,special_interest
Elaine Stritch: Shoot Me (2014),98,special_interest
The King of Kong: A Fistful of Quarters (2007),97,special_interest
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003),96,special_interest
Bowling for Columbine (2002),95,special_interest
The Imposter (2012),96,special_interest
The War Tapes (2006),98,special_interest
Cave of Forgotten Dreams (2011),96,special_interest
Ai Weiwei: Never Sorry (2012),97,special_interest
Undefeated (2012),96,special_interest
L'année dernière à Marienbad (Last Year at Marienbad) (1961),94,special_interest
Sicko (2007),92,special_interest
Mea Maxima Culpa: Silence In The House Of God (2012),98,special_interest
Blindsight (2006),98,special_interest
The Devil Came on Horseback (2007),98,special_interest
Call Me Kuchu (2013),98,special_interest
For the Bible Tells Me So (2007),98,special_interest
Let The Fire Burn (2013),98,special_interest
Restrepo (2010),96,special_interest
The Life and Times of Hank Greenberg (2000),97,special_interest
Surfwise (2007),98,special_interest
Bus 174 (Ônibus 174) (2003),97,special_interest
Wordplay (2006),95,special_interest
Control Room (2004),96,special_interest
Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country) (2008),97,special_interest
No End in Sight (2007),96,special_interest
49 Up (2006),97,special_interest
Winged Migration (2003),95,special_interest
Muscle Shoals (2013),96,special_interest
The Queen of Versailles (2012),95,special_interest
Marley (2012),95,special_interest
Finding Vivian Maier (2014),95,special_interest
An Inconvenient Truth (2006),93,special_interest
A Film Unfinished (2010),97,special_interest
"Bigger, Stronger, Faster* (2008)",96,special_interest
Sweetgrass (2009),97,special_interest
Trouble the Water (2008),96,special_interest
To Be and to Have (Etre et Avoir) (2003),97,special_interest
"Food, Inc. (2009)",95,special_interest
The Wild Parrots of Telegraph Hill (2005),95,special_interest
Chasing Ice (2012),96,special_interest
"20,000 Days on Earth (2014)",95,special_interest
Exit Through The Gift Shop (2010),95,special_interest
Shaun of the Dead (2004),92,special_interest
The Gatekeepers (2013),94,special_interest
Touching the Void (2004),94,special_interest
Born Into Brothels (2004),95,special_interest
Crumb (1995),95,special_interest
I Am Divine (2013),96,special_interest
Manakamana (2014),96,special_interest
Deep Water (2006),96,special_interest
The Last of the Unjust (2014),96,special_interest
Cutie And The Boxer (2013),95,special_interest
Brooklyn Castle (2012),96,special_interest
Up the Yangtze (2007),96,special_interest
Good Hair (2009),95,special_interest
5 Broken Cameras (2012),96,special_interest
National Gallery (2014),95,special_interest
The Salt of the Earth (2015),94,special_interest
Last Days in Vietnam (2014),95,special_interest
Plagues & Pleasures on the Salton Sea (2004),96,special_interest
Promises (2002),96,special_interest
The Arbor (2011),96,special_interest
The Endurance (2001),95,special_interest
Eraserhead (1977),91,special_interest
Los Angeles Plays Itself (2003),96,special_interest
Super Size Me (2004),92,special_interest
My Winnipeg (2007),94,special_interest
The Story of the Weeping Camel (2004),94,special_interest
Murderball (2005),98,sports|fitness
Hoop Dreams (1994),98,sports|fitness
When We Were Kings (1996),98,sports|fitness
The King of Kong: A Fistful of Quarters (2007),97,sports|fitness
Rocky (1976),93,sports|fitness
Undefeated (2012),96,sports|fitness
The Life and Times of Hank Greenberg (2000),97,sports|fitness
Surfwise (2007),98,sports|fitness
Touching the Void (2004),94,sports|fitness
Red Army (2015),94,sports|fitness
Battle of the Sexes (2017),85,sports|fitness
The Fighter (2010),90,sports|fitness
The Crash Reel (2013),96,sports|fitness
Sugar (2008),92,sports|fitness
The Damned United (2009),92,sports|fitness
Boxing Gym (2010),95,sports|fitness
Riding Giants (2004),93,sports|fitness
Senna (2011),92,sports|fitness
Dogtown and Z-Boys (2001),92,sports|fitness
The Color of Money (1986),89,sports|fitness
Tristram Shandy: A Cock & Bull Story (2005),89,sports|fitness
Up for Grabs (2005),92,sports|fitness
Hoosiers (1986),88,sports|fitness
Field of Dreams (1989),86,sports|fitness
Girlfight (2000),87,sports|fitness
The Heart of the Game (2005),87,sports|fitness
Tyson (2009),85,sports|fitness
Chariots of Fire (1981),83,sports|fitness
The Hurricane (1999),83,sports|fitness
Looking for Eric (2010),85,sports|fitness
The Armstrong Lie (2013),82,sports|fitness
Major League (1989),82,sports|fitness
Goon (2012),82,sports|fitness
Beyond the Mat (1999),82,sports|fitness
The Boxer (1997),80,sports|fitness
Invictus (2009),76,sports|fitness
Fed Up (2014),81,sports|fitness
A League of Their Own (1992),78,sports|fitness
Step Into Liquid (2003),81,sports|fitness
Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),81,sports|fitness
Stoked: The Rise and Fall of Gator (2003),81,sports|fitness
Talladega Nights: The Ballad of Ricky Bobby (2006),71,sports|fitness
Invincible (2006),72,sports|fitness
Gunnin' for That #1 Spot (2008),74,sports|fitness
Ultimate X: The Movie (2002),74,sports|fitness
The Blind Side (2009),66,sports|fitness
More Than a Game (2009),71,sports|fitness
Secretariat (2010),63,sports|fitness
Dust to Glory (2005),60,sports|fitness
NASCAR: The IMAX Experience (2004),61,sports|fitness
Glory Road (2006),56,sports|fitness
The Sandlot (1993),57,sports|fitness
Because of Winn-Dixie (2005),55,sports|fitness
The Perfect Game (2010),57,sports|fitness
Steep (2007),54,sports|fitness
First Descent (2005),52,sports|fitness
Soul Surfer (2011),45,sports|fitness
Goal! The Dream Begins (Goal!: The Impossible Dream) (2005),43,sports|fitness
The Replacements (2000),41,sports|fitness
Beerfest (2006),40,sports|fitness
Grudge Match (2013),30,sports|fitness
Jiminy Glick in Lalawood (2005),22,sports|fitness
Playing for Keeps (2012),5,sports|fitness
Life Itself (2014),97,television
Afghan Star (2009),100,television
49 Up (2006),97,television
Room 237 (2013),94,television
Behind the Candelabra (2013),95,television
A Film Unfinished (2010),97,television
The Return (2004),95,television
Being Elmo: A Puppeteer's Journey (2011),95,television
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",95,television
Los Angeles Plays Itself (2003),96,television
Lost in La Mancha (2003),94,television
Best Worst Movie (2010),95,television
Sing Your Song (2012),95,television
American Movie (1999),94,television
The Normal Heart (2014),94,television
"Yoo-hoo, Mrs. Goldberg (2009)",93,television
The Kid Stays in the Picture (2002),91,television
Side by Side (2012),92,television
Joan Rivers: A Piece Of Work (2010),91,television
F for Fake (1974),88,television
Duel (1972),88,television
Saraband (2003),91,television
Corman's World: Exploits Of A Hollywood Rebel (2011),92,television
"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2012)",91,television
Tell Them Who You Are (2005),88,television
The Five Obstructions (2003),88,television
Doctor Zhivago (1965),82,television
This Film Is Not Yet Rated (2006),84,television
Trekkies (1999),86,television
Inside Deep Throat (2005),83,television
Outfoxed: Rupert Murdoch's War on Journalism (2004),85,television
Trumbo (2007),83,television
Confirmation (2016),82,television
Tupac: Resurrection (2003),78,television
Overnight (2004),78,television
Teacher's Pet (2004),76,television
POM Wonderful Presents: The Greatest Movie Ever Sold (2011),74,television
Fellini: I'm a Born Liar (2003),73,television
My Date With Drew (2004),71,television
Only Human (Seres queridos) (2006),71,television
Waking Sleeping Beauty (2010),70,television
Porn Star: The Legend of Ron Jeremy (2001),69,television
The Rugrats Movie (1998),59,television
I'm Still Here (2010),53,television
No Strings Attached (2011),49,television
Bamboozled (2000),48,television
The Real Cancun (2003),35,television
I Am (2011),36,television
15 Minutes (2001),32,television
Man of the Year (2006),22,television
Pokemon 3: The Movie (2001),21,television
The Honeymooners (2005),13,television
From Justin To Kelly (2003),10,television
The Treasure of the Sierra Madre (1948),100,western
"The Good, the Bad and the Ugly (1966)",97,western
High Noon (1952),96,western
The Searchers (1956),100,western
Rio Bravo (1959),100,western
Once Upon a Time in the West (1968),98,western
True Grit (2010),96,western
Unforgiven (1992),96,western
A Fistful of Dollars (Per un Pugno di Dollari) (1964),98,western
The Wild Bunch (1969),94,western
The Ballad of Buster Scruggs (2018),92,western
Johnny Guitar (1954),95,western
Giant (1956),95,western
Sweetgrass (2009),97,western
The Man Who Shot Liberty Valance (1962),93,western
Lone Star (1996),94,western
Butch Cassidy and the Sundance Kid (1969),90,western
3:10 to Yuma (2007),89,western
Django Unchained (2012),86,western
Blazing Saddles (1974),90,western
True Grit (1969),88,western
McCabe & Mrs. Miller (1971),89,western
Bone Tomahawk (2015),91,western
The Magnificent Seven (1960),88,western
Near Dark (1987),88,western
The Three Burials of Melquiades Estrada (2006),85,western
Meek's Cutoff (2011),86,western
The Proposition (2005),85,western
Dances With Wolves (1990),82,western
The Homesman (2014),81,western
The Hateful Eight (2015),74,western
"The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom) (2010)",83,western
Open Range (2003),79,western
Shanghai Noon (2000),79,western
Appaloosa (2008),76,western
The Assassination of Jesse James by the Coward Robert Ford (2007),76,western
Hostiles (2018),71,western
Red Hill (2010),78,western
In a Valley of Violence (2016),76,western
The Keeping Room (2015),75,western
The Horse Whisperer (1998),74,western
Blackthorn (2011),75,western
Tombstone (1993),73,western
Fah talai jone (Tears of the Black Tiger) (2007),74,western
The Magnificent Seven (2016),63,western
The Salvation (2015),72,western
Dead Man (1995),70,western
The Rover (2014),66,western
Maverick (1994),66,western
The Claim (2000),62,western
The Missing (2003),58,western
Heaven's Gate (1980),57,western
Legends of the Fall (1994),56,western
The Quick and the Dead (1995),57,western
Sukiyaki Western Django (2008),56,western
The Killer Inside Me (2010),54,western
Seraphim Falls (2007),55,western
Ned Kelly (2003),56,western
Down in the Valley (2006),52,western
Cowboys & Aliens (2011),45,western
Forsaken (2016),43,western
Jane Got a Gun (2016),41,western
Brimstone (2017),41,western
A Million Ways to Die in the West (2014),33,western
The Lone Ranger (2013),31,western
The Alamo (2004),29,western
The Warrior's Way (2010),28,western
The Dark Tower (2017),16,western
Wild Wild West (1999),17,western
Priest (2011),15,western
American Outlaws (2001),14,western
September Dawn (2007),15,western
Jonah Hex (2010),12,western
Texas Rangers (2001),2,western
